,y_yes,age,balance,duration,campaign,previous,marital_married,marital_single,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,education_secondary,education_tertiary,default_yes,housing_yes,loan_yes
2457,0,59,3382,806,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2458,0,42,1823,31,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2459,0,41,-111,21,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2460,0,43,3373,156,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2461,0,40,92,92,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2462,0,32,463,128,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2463,0,55,1192,481,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2464,0,59,2376,766,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2465,0,30,-166,255,5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2466,0,47,3960,110,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2467,1,23,4,395,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2468,0,44,23,135,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2469,0,45,639,192,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2470,0,35,2144,188,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2471,0,41,225,139,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2472,0,59,13308,131,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2473,0,29,95,266,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2474,0,48,1199,76,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2475,0,49,400,122,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2476,1,60,1262,1015,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2477,0,45,849,60,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2478,1,48,1949,683,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2479,1,45,-395,470,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2480,0,48,618,149,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2481,0,54,0,106,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2482,0,44,0,127,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
2483,0,46,355,320,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2484,0,52,131,145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2485,0,44,6203,129,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
2486,0,52,1635,730,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2487,0,46,580,36,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2488,0,54,1814,521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2489,0,49,159,95,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2490,0,46,48,120,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2491,0,48,189,768,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2492,0,43,-633,277,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2493,0,50,5356,289,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2494,0,44,476,473,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2495,0,43,4478,133,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2496,0,51,3132,459,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2497,0,59,-892,129,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2498,0,52,11,420,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2499,0,35,414,386,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2500,1,36,1165,1001,4,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2501,0,32,3839,76,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2502,0,41,196,488,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2503,0,47,521,262,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2504,0,45,350,146,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
2505,0,45,8680,503,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2506,0,45,0,170,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2507,0,29,309,214,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2508,0,36,125,355,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2509,0,37,368,194,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2510,0,44,1362,46,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2511,0,56,296,128,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2512,1,52,2240,845,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2513,0,57,1026,52,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2514,0,54,1301,173,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2515,0,49,199,113,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2516,0,24,11,109,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2517,0,42,5,853,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2518,0,40,373,518,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
2519,0,25,1270,124,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2520,0,28,416,452,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2521,0,53,-27,209,9,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2522,0,40,221,154,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2523,0,27,331,203,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2524,0,34,402,813,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2525,0,56,123,81,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2526,0,45,105,119,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2527,0,27,0,296,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2528,0,53,1691,916,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2529,0,34,2,60,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2530,0,44,3,443,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2531,0,46,399,353,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2532,0,53,1421,225,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2533,0,26,8,262,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
2534,0,31,150,431,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2535,0,35,-371,358,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2536,0,43,1916,565,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2537,0,47,300,103,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2538,1,37,175,753,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
2539,0,57,3571,708,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2540,0,41,1135,265,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2541,0,55,789,434,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2542,0,51,2195,59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2543,0,27,1311,805,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2544,0,53,-689,242,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0
2545,0,39,14,19,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2546,0,35,56,93,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2547,0,28,26765,210,8,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2548,0,29,17,31,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2549,0,51,463,213,5,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2550,0,46,751,104,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2551,0,50,3478,342,3,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
2552,0,56,88,172,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2553,0,28,64,160,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2554,0,51,36,535,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2555,0,54,42,514,5,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2556,0,47,113,276,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2557,0,49,358,176,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
2558,0,46,274,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2559,0,41,0,161,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2560,0,45,985,390,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2561,0,31,81,245,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2562,0,53,592,151,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2563,0,60,791,144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2564,0,55,708,901,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2565,0,54,51,123,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2566,0,46,0,204,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2567,0,41,356,93,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2568,0,34,34,188,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2569,0,51,12061,332,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2570,0,31,513,180,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2571,0,55,6958,178,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2572,0,44,126,92,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2573,0,25,54,318,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2574,0,36,373,94,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2575,0,33,304,139,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2576,0,46,781,152,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2577,0,43,42,188,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2578,0,46,618,54,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2579,0,53,1570,29,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2580,0,52,1161,271,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2581,0,57,0,95,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2582,0,31,-745,227,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2583,0,54,88,190,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2584,0,37,1330,60,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2585,0,41,641,161,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2586,0,44,1423,162,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2587,0,26,8206,213,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2588,0,40,4436,67,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2589,0,32,1611,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2590,0,44,607,119,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2591,0,44,300,297,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2592,0,35,304,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2593,0,49,254,179,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2594,0,44,3790,342,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2595,0,40,59,420,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2596,0,39,1554,378,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2597,0,51,257,190,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2598,0,59,643,354,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2599,0,42,128,190,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2600,0,47,743,367,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
2601,0,57,1460,91,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2602,0,42,-32,77,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2603,0,40,1117,280,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2604,0,44,2887,182,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2605,0,38,446,386,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2606,0,51,1212,184,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2607,0,48,2218,43,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2608,0,48,705,108,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2609,0,42,299,253,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2610,0,48,313,195,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2611,0,49,12482,46,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
2612,0,44,29312,226,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2613,0,44,2226,55,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2614,0,32,1940,299,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2615,0,43,576,148,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2616,0,44,0,97,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
2617,0,53,887,169,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2618,0,43,17,119,10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2619,0,31,106,101,13,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2620,0,48,489,60,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2621,0,46,148,210,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2622,0,41,14,65,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2623,0,26,1531,129,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2624,0,26,3108,481,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2625,0,52,26,215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2626,0,47,2466,142,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2627,0,47,1045,411,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2628,0,27,-588,531,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2629,0,31,413,65,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2630,0,60,0,34,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2631,0,58,193,788,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2632,0,44,1340,244,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2633,0,32,363,431,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2634,0,33,-306,851,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2635,0,38,607,315,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2636,0,35,556,214,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2637,0,47,449,92,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2638,0,32,338,73,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2639,0,41,-4,181,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2640,0,30,623,159,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2641,0,60,1390,58,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
2642,0,36,719,1052,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2643,1,46,369,916,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2644,0,58,1357,150,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2645,0,52,0,165,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2646,0,55,0,309,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2647,0,43,2047,163,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2648,0,24,507,210,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2649,0,24,-427,165,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2650,0,25,53,331,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2651,0,40,93,134,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2652,0,31,822,185,6,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2653,0,31,849,295,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
2654,0,26,-214,86,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2655,0,52,161,274,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2656,0,25,800,151,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2657,0,40,598,69,11,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2658,0,42,-135,15,11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2659,0,31,0,164,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
2660,0,43,59,437,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
2661,0,57,452,139,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2662,0,30,49,267,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2663,0,23,-213,165,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2664,0,53,2477,175,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2665,0,44,264,198,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
2666,0,48,4265,220,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2667,0,59,559,168,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2668,0,33,-15,247,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2669,0,60,926,291,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2670,0,42,693,187,2,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2671,0,44,9956,194,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2672,0,50,1300,379,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2673,0,54,2626,151,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2674,0,29,-44,166,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2675,0,59,593,64,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2676,0,37,511,232,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2677,0,55,493,647,7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
2678,0,53,599,322,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
2679,0,31,272,133,12,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2680,0,49,735,50,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2681,0,28,15,87,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2682,0,47,159,771,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2683,0,31,651,241,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2684,0,49,198,205,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2685,0,59,-278,318,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2686,0,34,-100,109,9,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2687,0,43,15,304,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2688,0,38,0,209,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2689,0,41,108,83,7,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
2690,0,44,617,227,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2691,0,31,516,271,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2692,0,35,11,326,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2693,0,37,1026,389,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2694,0,58,3635,273,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2695,0,24,32,264,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2696,0,35,-123,1106,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2697,0,33,-238,73,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2698,0,40,1089,195,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
2699,0,46,3749,69,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2700,0,41,3140,87,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2701,0,33,221,122,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2702,1,35,300,945,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2703,0,57,515,288,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2704,0,40,819,50,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2705,0,36,722,816,3,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2706,0,47,3346,284,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
2707,0,50,419,116,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2708,0,51,330,72,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2709,0,41,1576,232,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2710,0,38,258,124,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2711,0,39,317,326,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2712,0,25,57,190,5,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
2713,1,43,3285,1721,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2714,0,33,152,351,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2715,0,45,2429,171,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2716,0,57,1352,104,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2717,0,27,37,163,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
2718,0,25,640,492,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
2719,0,38,113,25,10,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2720,0,28,468,152,3,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2721,0,33,184,109,4,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2722,0,44,633,1032,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2723,0,57,7,65,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2724,0,46,57,194,4,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2725,0,57,0,360,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
2726,0,42,419,96,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2727,0,46,120,20,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2728,0,39,580,323,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2729,0,27,362,332,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2730,0,42,43,735,8,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2731,0,58,749,151,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2732,0,42,243,46,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2733,0,48,9004,158,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2734,0,57,2236,73,2,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
2735,0,52,3348,407,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2736,0,54,2062,438,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2737,0,55,188,139,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
